dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score
10158005,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10158005",,1220400022,"Agnico-Eagle Silver Division",47.38999,-79.68552,NA,Canada,Ontario,,M,"Copper, Silver","Bismuth, Cobalt, Nickel",,Underground,,,Plant,,,"Argentite, Bismuth, Calcite, Chalcopyrite, Dolomite, Niccolite, Pyrite, Quartz, Silver, Smaltite",,,,,,"Cobalt Lode, Coniagas, Brady Lake, Beaver - Timiscaming Project, Beaver Mine, Big Agaunico Mine, Langis Mine, Christopher, Slate Creek Mine, Castle-Trethewey Mine, Timiscaming Mine",,"Peterson, Gary R.",,,,,,,"ANNIS, R.C., D.A. CRANSTONE AND M. VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY, MINES AND RESOURCES CANADA, MINERALS, MR 181, 197P.65, 82.CANADIAN MINES HANDBOOK 1979-80, NORTHERN MINER PRESS LTD.,1979, P.22CRANSTONE, D.A. AND R.T. WHILLANS, CANADIAN RESERVES OFCOPPER, NICKEL, LEAD, ZINC, MOLYBDENUM, SILVER AND GOLDAS OF JAN.1, 1978, EMR CANADA, MINERALS, MR 185, 1979,P. 12.WORLD MINING, AGNICO EAGLE FINDS HIGH GRADE SILVER ORE UNDERDIABASE SILL; JULY, 1977, P.68BROWN, M.R., AGNICO-EAGLE MOVING INTO BIG LEAGUE; NORTHERNMINER, MARCH 29, 1979, P. 1,2,3.BROWN, M.R., AGNICO, NORANDA IN MAJOR PROGRAM FOR COBALT;NORTHERN MINER, JUNE, 1979, P.3.BROWN, M.R., BETTER DAYS AHEAD FOR AGNICO AT COBALT-BIGYEAR EXPECTED; NORTHERN MINER, MARCH 29, 1979, P.WILSON, G. D. AND G KIRK, AGNICO-EAGLE MINES LIMITED-SILVERDIVISION; D.E. PICKETT, ED., IN MILLING PRACTICE INCANADA, CIM SPECIAL VOLUME 16, 1978, P.50-52.W. MONTGOMERY; UNTITLED IN HOUSE REPORT ON MINING ANDMILLING PRACTICES OF AGNICO-EAGLE SILVER DIVISION,COBALT, ONTARIO. UNDATED.AGNICO-EAGLE MINES LTD. 1989 ANNUAL REPORT.THE CANADIAN MINES HANDBOOK FOR 1986/87; THE NORTHERN MINERPRESS LTD., TORONTO, ONTARIO, CANADA.",,1908,,,,1903,,,B
10073073,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10073073",W018883,,"Agnigundala Pb - Cu",16.21665,79.66701,AS,India,"Andhra Pradesh",,M,"Lead, Copper",Zinc,"Silver, Cobalt, Nickel",Unknown,,S,Producer,"Chalcopyrite, Galena, Pyrite, Sphalerite",,,"VEINS, STRINGERS, FRACTURE FILLINGS, DISSEMINATIONS",,,,,"Bandalamottu, Dhukonda",,"Schruben, Paul G.","Chumbum Formation","Quartzite,Limestone",,,"In Nw Limb Of A Ne Plunging Anticline.",,"MURTY, Y. G. K. ET AL, 1972, GEOLOGY AND LEAD - COPPER MINERALIZATION IN BANDALAMOTTU, AGNIGUNDALA AREA, GUNTUR DISTRICT, ANDHRA PRADESH; GEOL. SURV. INDIA, MISC. PUBL. NO. 16, P. 508 - 514STAFF, 1975, GEOLOGY AND MINERAL RESOURCES OF THE STATES OF INDIA, PT. 7 ANDHRA PRADESH; GEOL. SURV. OF INDIA MISC. PUBL. 30 P. 33STAFF, 1975, GEOL. SURV. INDIA MISC. PUBL. 30 PT. 7 P. 33",,,,,,,,,B
10100222,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10100222",W029517,,"Agusta Mine",33.9532,-85.47856,NA,"United States",Alabama,Cleburne,M,"Manganese, Iron",Cobalt,,Unknown,,S,"Past Producer",Wad,,,IRREGULAR,,,,,,Stratigraphic,"Clarke, Otis M. Jr.",Weisner;Shady,Dolomite,,,,"Valley And Ridge","PIERCE, W.G., 1944, COBALT-BEARING  MANGANESE DEPOSITS OF ALABAMA, GEORGIA, AND TENNESSEE:  USGS BULL 940-J1944 COMPILE W. G PIERCERECON",,1918,,,,,,,B
10231417,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10231417",,4520000035,Aidyrla,51.99795,60.00128,EU,Russia,,,M,Cobalt,,,Unknown,,,Occurrence,,,,,,,,,,,"Wilburn, David R.",,,,,,,"SMIRNOV.  ORE DEPOSITS OF THE USSR.  1977.",,,,,,,,,D
10230812,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230812",,5700570002,"Ailao Shan Cobalt Deposit",23.24934,102.33304,AS,China,Yunnan,,M,,,Cobalt,Unknown,,,Unknown,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"WERNER, A.; THE MINERAL INDUSTRY OF CHINA, STATISTICS ANDLOCATIONS.,RESOURCE EVALUATION DIVISION, MINERAL POLICYSECTOR, ENERGY, MINES AND RESOURCES, CANADA, 1988.",,,,,,,,,D
10182709,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10182709",,4520000155,Akkarga,51.29795,61.08451,EU,Russia,,,M,"Cobalt, Nickel",,,Unknown,,,Occurrence,,,,,,,,,,,"Wilburn, David R.",,,,,,,"BGR.  UDSSR.  XXII, 1979.MAP OF MINERAL RESOURCES OF RUSSIA AND ADJACENTCOUNTRIES (IN THE FORMER USSR BOUNDARIES), 1991, SCALE1:5,000,000. PUBLISHED IN RUSSIA.",,,,,,,,,D
10002287,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10002287",A013191,,"Alaska Chief",58.44472,-136.10318,NA,"United States",Alaska,,M,"Gold, Silver, Copper","Bismuth, Nickel, Zinc, Cobalt",,Unknown,,,Prospect,"Azurite, Bornite, Chalcopyrite, Limonite, Malachite, Pyrite, Pyrrhotite, Sphalerite","Calcite, Quartz",,,,"59: Skarn Cu","Formation of contact-metasomatic calc-silicate minerals in limestone and contact zone of granitic intrusion; local oxidation of copper and iron minerals.",,,,"Hawley, C.C.",,Marble,,Diorite,,,"Wright, F.E. and Wright, C.W., 1937, The Glacier Bay National Monument in southeastern Alaska, its glaciers and geology: U.S. Geological Survey manuscript report, 224 p.MacKevett, E.M., Jr., Brew, D.A., Hawley, C.C., Huff, L.C., and Smith, J.G., 1971, Mineral resources of Glacier Bay National Monument, Alaska: U.S. Geological Survey Professional Paper 632, 90 p., 12 plates, scale 1:250,000.Kimball, A.L., Still, J.C., and Rataj, J.L., 1978, Mineral resources, in Brew, D. A., and others, Mineral resources of the Glacier Bay National Monument wilderness study area, Alaska: U.S. Geological Survey Open-File Report 78-494, p. C1-C375.Cobb, E.H., 1972, Metallic mineral resources map of the Mount Fairweather quadrangle, AK: U.S. Geological Survey Miscellaneous Field Study Map MF-436, 1 sheet, scale 1:250,000.Reed, J.C., 1938, Some mineral deposits of Glacier Bay and vicinity, Alaska: Economic Geology, v. 33, p. 52-80.",,,,,,,,,B
10258464,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10258464",A031391,0021110066,"Alaska Chief",58.43692,-136.09237,NA,"United States",Alaska,,M,"Cobalt, Copper, Gold, Nickel, Zinc, Silver",,,Unknown,,,Prospect,,,"Azurite, Bornite, Calcite, Chalcopyrite, Chlorite, Epidote, Goethite, Malachite, Orthoclase, Pyrite, Pyrrhotite, Quartz, Sphalerite, Zoisite",,,,,,"V.W. Donaldson, W.F. Hanna, Peacock Nos. 1-2, Grizzly, The Nature Conservancy, C.J. Frazey, Gray Eagle Mine, Alaska Chief Nos. 1-3, C.C. Snyder, Mrs. Vernon Mackay, Mary N. Donaldson",,Wlg,,,,,,,"MR111-1              p. 37ECON G 3801          pp. 72-73OF195                pp. 221-222B1121K               p. 49, plate 1B1246                p. 162P632                 pp. 3, 5, 45-48, 69, 73MF436AOF47                p. 1OF78-374             pp. 7-8OF78-494             pp. C353, D16, plates 1A, 1B, 2OF81-122MTA 82               No. F-12ALASKA KARDEX 111-028ALASKA KARDEX 111-054OF78-494             p. C353",,,,,,1899,,,B
10067846,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10067846",W000715,,"Alexander Area",45.11664,-67.46601,NA,"United States",Maine,Washington,M,"Nickel, Cobalt, Copper",,,Unknown,"Sulfide Segregations",N,Occurrence,,,,,,,,,,,"Woodruff, Laurel G., Coury, Anny B.",,,,,,,"YOUNG, R.S., 1968, ORE DEPOSITS OF THE UNITED STATES, 1933-1967, ROCKY MOUNTAIN SERIES, A.I.M.E., VOL. 1, P.132Young, R.W., 1968, Mineral Exploration And Development In Maine:  In Ridge, J.D. (Ed), Ore Deposits Of The United States, 1933-1967 (Graton-Sales Volume):  American Institute Of Mining, Metallurgical And Petroleum Engineers, V. 1, P. 125-13Young, R.W., 1968, Mineral Exploration And Development In Maine:  In Ridge, J.D. (Ed), Ore Deposits Of The United States, 1933-1967 (Graton-Sales Volume):  American Institute Of Mining, Metallurgical And Petroleum Engineers, V. 1, P. 125-13",,,,,,,,,D
10145263,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10145263",W000715,0230290011,"Alexander Area Prospect",45.11664,-67.46601,NA,"United States",Maine,Washington,M,Copper,,"Cobalt, Nickel",Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF: CRIB RECORD NO. W000715",,,,,,,,,D
10101798,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101798",D009501,,"Alhambra Mine",32.7215,-108.50951,NA,"United States","New Mexico",Grant,M,Silver,"Copper, Zinc, Lead","Nickel, Cobalt, Uranium",Unknown,,S,"Past Producer","Argentite, Chalcopyrite, Chloanthite, Erythrite, Galena, Millerite, Niccolite, Nickel Skutterudite, Pitchblende, Silver, Smaltite, Sphalerite","Dolomite, Quartz, Siderite",,"PINCH AND SWELL",Underground,,,,"Claims Patented In the Early 1890's and Late 1880's, Alhambra, Butternut, Good Hope, Pumpkin, Stonewall","Fault-Fracture Structural Control.","Menzie, David",,Diorite,"Twin Peaks Monzonite",Monzonite,"Deposits Occur Along A Northeast Trending Fracture Zone.",,"LINDGREN, W., GRATON, L.C., AND GORDON, C.H., 1910 USGS PP 68, P. 324-325GILLERMAN, E., AND WHITEBREAD, D.H., 1956 USGS BULL 1009-K, P. 283-311GILLERMAN, E., 1964 NMBMMR BUL 83, P. 142-148, PLATE 1HEDLUND, D.C., 1980 USGS MISC. FIELD STUDIES MAP MF-1264NMBMMR GENERAL FILE DATAJONES, F.A., 1904, NM MINES AND MINERALS: SANTA FE, NM PRINTING CO.LOVERING, T.G., 1952, USGS OPEN FILE REPORT 163",,1881,,1960,,1881,,,B
10247152,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10247152",D009501,0350170140,"Alhambra Mine",32.72091,-108.51032,NA,"United States","New Mexico",Grant,M,Silver,"Uranium, Nickel, Cobalt, Arsenic","Copper, Zinc, Lead",Surface-Underground,,,Prospect,,,,,,,,,,,"New Mexico Bureau Of Mines And Mineral Resources",,,,,,,"OVER $400000 PRODUCEDNATIVE AG W/ AG NI CO ARSENIDES AND SULPHIDESPITCHBLENDE WITH NI AND CO MINERALSUVI HAS OPERATION OFFICE AT BOX 406 HANOVER NMSURVEY NO 869GILLERMAN E NMBM BUL 83 P146GILLERMAN E ET AL USBM BUL 1009K P306LOVERINGTON T G USBM BUL 1009L P351",,,,,,,,,D
10085870,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10085870",W701655,,Allarechen,69.16519,30.33691,EU,Russia,"Murmanskaya Oblast'",,M,Nickel,"Copper, Cobalt",,Unknown,,N,Occurrence,"Bornite, Chalcopyrite, Pentlandite, Pyrite, Pyrrhotite, Sphalerite","Biotite, Chlorite, Iddingsite, Serpentine, Talc",,,,,,,,,"Paidakovich, Matthew E., Jenness, Jane E.",,,,,"Interstratal Intrusion Of Metamorphosed Peridotites",,"SMIRNOV, V.I., ED., 1977, ORE DEPOSITS OF THE USSR:  LONDON, PITMAN PUBLISHING, VOL. II P. 22",,,,,,,,,C
10024300,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10024300",ICA0149,,Almacen,-13.23254,-75.91638,SA,Peru,Ica,,M,"Molybdenum, Cobalt",,,Unknown,,Y,"Past Producer",,,,ELIPTICA,,,"Halo De Forma Eliptica Con Ejes De 3.4 A 1.5 Km. Propilitizacion En Diversas Grada Y En Cuarzo-Biotita-Sericita De Grado Moderado En Superficie",,,"Emplazamiento De Rocas Intrusiva Controlado Por Fallas Y Fracturas De Orientacion Ns Y Ne-Sw Principalmente Queda El Caracter Diseminado A Este Deposito","Figueroa Cardich, Alvaro",,Diorite,,Tonalite,"Tectonica Andina Nw-Se",,"LOS YACIMIENTOS METALICOS DEL PERU; INSTITUTO GEOLOGICO Y MINERO - INGEOMIN; JUN. 1972.ESTRADA, FLAVIO; INFORME PROYECTO ALMACEN, COD: B00686; BANCO MINERO DEL PERU, JUN. 1962.PETERSON, U.; INFORME SOBRE LA RESERVA DEL ESTADO ALMACEN, COD: B0017; BANCO MINERO DEL PERU; JUN. 1969.FERNANDEZ DAVILA, MARCO; GEOLOGIA DEL CUADRANGULO DE GUADALUPE (INEDITO); INSTITUTO GEOLOGICO MINERO Y METALURGICO - INGEMMET.CATALOGO DE EDADES ISOTOPICAS DEL PERU (INEDITO); INSTITUTO GEOLOGICO MINERO Y METALURGICO - INGEMMET.",,,,,,1967,,Sawkins,C
10096538,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10096538",W029619,,"Ambatovy-Analamay, Madagascar",-18.78019,48.1844,AF,Madagascar,,,M,Nickel,"Cobalt, Chromium, Titanium, Metal",,Unknown,,N,Occurrence,,,,,Surface,,Serpentinisation,,,,"Saam, Henning G.",,,"Peridotite, Dunite, Foresterite, Chrysolite","Ultramafic Intrusive Rock,Peridotite,Pyroxenite","Systeme Du Graphite","Post Tectonic","BESAIRE, HENRI: GITES MINERAUX DE MADAGASCAR (1966)MURDOCK, TH.G.: MINERAL RECOURCES OF THE MALAGASY REPUBLIC (1963)",,,,,,1960,,Rantoanina,C
